"state", "date_peak", "cases_peak"
"cuba", "09/17/20", "5"
"cuba", "11/03/20", "5"
"cuba", "02/02/21", "71"
"cuba", "08/22/21", "727"
"cuba", "01/16/22", "257"
"cuba", "03/26/22", "65"
"cuba", "07/24/22", "8"
"czechia", "03/29/20", "22"
"czechia", "10/29/20", "1,047"
"czechia", "01/08/21", "1,148"
"czechia", "03/05/21", "1,105"
"czechia", "07/16/21", "21"
"czechia", "11/25/21", "1,563"
"czechia", "01/28/22", "3,067"
"czechia", "07/20/22", "201"
"democratic_republic_of_congo", "06/18/20", "1"
"democratic_republic_of_congo", "01/12/21", "2"
"democratic_republic_of_congo", "04/23/21", "1"
"democratic_republic_of_congo", "06/17/21", "3"
"democratic_republic_of_congo", "12/18/21", "11"
"democratic_republic_of_congo", "04/12/22", "0"
"democratic_republic_of_congo", "05/31/22", "2"
"democratic_republic_of_congo", "07/24/22", "0"
"denmark", "04/06/20", "49"
"denmark", "12/17/20", "533"
"denmark", "03/13/21", "129"
"denmark", "05/14/21", "159"
"denmark", "07/15/21", "152"
"denmark", "02/11/22", "7,065"
"denmark", "07/13/22", "378"
"djibouti", "04/17/20", "71"
"djibouti", "06/02/20", "147"
"djibouti", "08/05/20", "33"
"djibouti", "10/21/20", "10"
"djibouti", "12/16/20", "7"
"djibouti", "04/08/21", "157"
"djibouti", "10/01/21", "86"
"djibouti", "01/12/22", "93"
"djibouti", "03/12/22", "2"
"djibouti", "05/18/22", "6"
"dominican_republic", "07/25/20", "120"
"dominican_republic", "01/19/21", "138"
"dominican_republic", "06/04/21", "107"
"dominican_republic", "11/13/21", "89"
"dominican_republic", "01/12/22", "494"
"dominican_republic", "07/02/22", "107"
"ecuador", "04/22/20", "110"
"ecuador", "08/07/20", "60"
"ecuador", "09/11/20", "68"
"ecuador", "10/26/20", "68"
"ecuador", "01/15/21", "80"
"ecuador", "04/24/21", "109"
"ecuador", "06/28/21", "72"
"ecuador", "01/14/22", "449"
"ecuador", "07/23/22", "155"
"egypt", "06/14/20", "12"
"egypt", "08/29/20", "2"
"egypt", "12/31/20", "11"
"egypt", "05/17/21", "9"
"egypt", "11/18/21", "8"
"egypt", "02/17/22", "19"
"el_salvador", "08/08/20", "59"
"el_salvador", "10/17/20", "30"
"el_salvador", "01/18/21", "44"
"el_salvador", "04/14/21", "40"
"el_salvador", "11/08/21", "89"
"el_salvador", "02/12/22", "287"
"el_salvador", "07/06/22", "256"
"equatorial_guinea", "05/20/20", "32"
"equatorial_guinea", "06/30/20", "93"
"equatorial_guinea", "07/29/20", "153"
"equatorial_guinea", "03/01/21", "31"
"equatorial_guinea", "04/21/21", "26"
"equatorial_guinea", "05/22/21", "68"
"equatorial_guinea", "09/14/21", "68"
"equatorial_guinea", "01/08/22", "101"
"equatorial_guinea", "03/21/22", "9"
"equatorial_guinea", "07/10/22", "27"
"eritrea", "03/31/20", "1"
"eritrea", "06/16/20", "4"
"eritrea", "09/08/20", "1"
"eritrea", "10/15/20", "1"
"eritrea", "12/27/20", "13"
"eritrea", "03/27/21", "5"
"eritrea", "06/07/21", "22"
"eritrea", "01/12/22", "21"
"eritrea", "05/15/22", "1"
"eritrea", "07/24/22", "3"
"estonia", "04/03/20", "41"
"estonia", "06/06/20", "8"
"estonia", "01/08/21", "430"
"estonia", "03/19/21", "1,002"
"estonia", "11/02/21", "1,182"
"estonia", "02/04/22", "4,667"
"estonia", "07/10/22", "385"
"eswatini", "04/28/20", "8"
"eswatini", "08/11/20", "67"
"eswatini", "01/19/21", "178"
"eswatini", "04/13/21", "125"
"eswatini", "08/12/21", "574"
"eswatini", "12/16/21", "847"
"eswatini", "05/12/22", "71"
"ethiopia", "08/23/20", "11"
"ethiopia", "10/10/20", "6"
"ethiopia", "11/28/20", "4"
"ethiopia", "04/01/21", "15"
"ethiopia", "08/27/21", "11"
"ethiopia", "12/31/21", "31"
"ethiopia", "06/16/22", "6"
"finland", "04/06/20", "25"
"finland", "11/27/20", "73"
"finland", "03/12/21", "116"
"finland", "08/12/21", "125"
"finland", "02/09/22", "1,421"
"finland", "03/12/22", "1,728"
"finland", "07/05/22", "332"
"france", "04/15/20", "189"
"france", "11/01/20", "751"
"france", "04/14/21", "601"
"france", "05/28/21", "130"
"france", "08/13/21", "340"
"france", "01/21/22", "5,127"
"france", "04/01/22", "1,990"
"france", "07/06/22", "1,921"
"gabon", "06/17/20", "59"
"gabon", "07/27/20", "47"
"gabon", "04/12/21", "79"
"gabon", "10/02/21", "94"
"gabon", "12/29/21", "229"
"gabon", "07/07/22", "13"
"gambia", "04/30/20", "0"
"gambia", "08/21/20", "44"
"gambia", "11/30/20", "2"
"gambia", "02/17/21", "13"
"gambia", "03/15/21", "16"
"gambia", "08/05/21", "48"
"gambia", "10/25/21", "1"
"gambia", "01/09/22", "40"
"gambia", "05/11/22", "0"
"gambia", "07/24/22", "3"
"georgia", "04/16/20", "5"
"georgia", "12/04/20", "1,022"
"georgia", "05/07/21", "341"
